name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Ornithinimicrobium flavum	1288636	species	3712913	7	2	0.0
Treponema pedis str. T A4	1291379	leaf	2889325	6	3	0.0
Bacillus amyloliquefaciens KHG19	1292358	leaf	3953361	1	0	0.0
Melittangium boletus DSM 14713	1294270	leaf	9910441	2	0	0.0
Enterobacter hormaechei subsp. xiangfangensis	1296536	subspecies	29975691	2	0	0.0
Aquabacterium olei	1296669	species	4256308	1	0	0.0
Intestinimonas butyriciproducens	1297617	species	6600981	5	0	0.0
Myxococcus hansupus	1297742	species	9490432	8	6	0.0
Thalassolituus oleivorans MIL-1	1298593	leaf	3920328	1	0	0.0
Isoptericola dokdonensis DS-3	1300344	leaf	3826972	3	1	0.0
Nocardioides dokdonensis FR1436	1300347	leaf	4376707	4	2	0.0
Methanocaldococcus bathoardescens	1301915	species	1607556	1	1	0.0
Streptococcus cristatus AS 1.3089	1302863	leaf	2142100	14	0	0.0
Streptomyces fulvissimus DSM 40593	1303692	leaf	7905758	2	0	0.0
Fusobacterium nucleatum subsp. nucleatum ChDC F316	1307428	leaf	2227266	5	0	0.0
Fusobacterium hwasookii ChDC F174	1307442	leaf	2531722	2	0	0.0
Fusobacterium hwasookii ChDC F206	1307443	leaf	2430523	2	0	0.0
Fusobacterium hwasookii ChDC F300	1307444	leaf	2527063	2	0	0.0
Salinispira pacifica	1307761	species	3782798	1	1	0.0
Kiritimatiella glycovorans	1307763	species	2949723	3	0	0.0
Tannerella forsythia 3313	1307832	leaf	3350939	175	12	0.0
Tannerella forsythia KS16	1307833	leaf	3393002	171	13	0.0
Salinivirga cyanobacteriivorans	1307839	species	4812386	1	1	0.0
Ralstonia pseudosolanacearum	1310165	species	11622205	2	0	0.0
Rhizobium jaguaris	1312183	species	8025568	1	1	0.0
Sphingobium sp. TKS	1315974	species	6228879	1	1	0.0
Capnocytophaga sp. oral taxon 864	1316593	species	2682541	26	3	0.0
Capnocytophaga sp. oral taxon 878	1316596	species	2990835	2	0	0.0
Streptomyces fradiae ATCC 10745 = DSM 40063	1319510	leaf	6725579	2	0	0.0
Pseudomonas syringae pv. syringae HS191	1324932	leaf	6002759	1	0	0.0
Bradyrhizobium guangdongense	1325090	species	8437991	2	2	0.0
Bradyrhizobium guangxiense	1325115	species	8200121	1	0	0.0
Nitrospira japonica	1325564	species	4084817	2	2	0.0
Azotobacter chroococcum NCIMB 8003	1328314	leaf	5192286	2	0	0.0
Rathayibacter festucae DSM 15932	1328866	leaf	4359758	3	0	0.0
Cycloclasticus zancles	1329899	species	2655425	1	0	0.0
Brachybacterium ginsengisoli	1331682	species	3953253	3	1	0.0
Haloactinobacterium	1331737	genus	0	1	0	0.0
Candidatus Saccharimonas aalborgensis	1332188	species	1013781	1	0	0.0
Tessaracoccus aquimaris	1332264	species	3934699	3	0	0.0
Paenibacillus durus ATCC 35681	1333534	leaf	5575484	1	0	0.0
Variibacter gotjawalensis	1333996	species	4586237	2	1	0.0
Haemophilus influenzae KR494	1334187	leaf	1856176	1	1	0.0
Defluviimonas alba	1335048	species	4987611	3	0	0.0
Rhizobium flavum	1335061	species	4749058	1	0	0.0
Gordonibacter urolithinfaciens	1335613	species	6589736	2	0	0.0
Spiribacter curvatus	1335757	species	1926631	1	0	0.0
Spiroplasma floricola 23-6	1336749	leaf	1284130	1	1	0.0
Formosa sp. Hel3_A1_48	1336795	species	2016454	1	0	0.0
Paenibacillus lentus	1338368	species	5288676	1	0	0.0
Pseudomonas sp. JY-Q	1338689	species	6178825	1	0	0.0
Geobacter anodireducens	1340425	species	3666014	1	0	0.0
Streptococcus suis T15	1340847	leaf	2240234	1	0	0.0
Bifidobacterium indicum LMG 11587 = DSM 20214	1341694	leaf	1734546	1	0	0.0
Thermoclostridium stercorarium subsp. leptospartum DSM 9219	1346611	leaf	3148357	2	1	0.0
Serratia liquefaciens ATCC 27592	1346614	leaf	5282719	1	0	0.0
Croceicoccus naphthovorans	1348774	species	3863562	1	1	0.0
Aureimonas sp. AU20	1349819	species	5210858	1	1	0.0
Clostridium chauvoei JF4335	1351755	leaf	2887451	1	0	0.0
Streptococcus anginosus subsp. whileyi MAS624	1353243	leaf	2122284	18	2	0.0
Mycolicibacterium vaccae 95051	1354275	leaf	6235754	1	0	0.0
Bradyrhizobium diazoefficiens	1355477	species	18211892	4	1	0.0
Pseudomonas syringae UB303	1357287	leaf	6141482	1	0	0.0
Arthrobacter sp. QXT-31	1357915	species	5041568	5	1	0.0
Sphingopyxis sp. QXT-31	1357916	species	4285026	3	0	0.0
Paracoccus aminophilus JCM 7686	1367847	leaf	4873118	1	1	0.0
Gemmatimonas phototrophica	1379270	species	4716552	1	1	0.0
Methanobacterium sp. MB1	1379702	species	2029766	5	0	0.0
Adlercreutzia equolifaciens DSM 19450	1384484	leaf	2862526	1	1	0.0
Burkholderia sp. BDU8	1385592	species	7357530	1	0	0.0
Hymenobacter sp. DG25B	1385664	species	4360029	2	2	0.0
Bifidobacterium breve NCFB 2258	1385941	leaf	2315904	1	0	0.0
Paludisphaera borealis	1387353	species	7651896	2	2	0.0
Campylobacter peloridis LMG 23910	1388753	leaf	1762793	1	1	0.0
Leifsonia xyli subsp. cynodontis DSM 46306	1389489	leaf	2686418	1	1	0.0
Mycobacterium paragordonae	1389713	species	7224251	1	1	0.0
Pseudoalteromonas sp. DL-6	1390185	species	3905249	1	1	0.0
Vulgatibacter incomptus	1391653	species	4350553	2	1	0.0
Leisingera aquaemixtae	1396826	species	4380105	3	2	0.0
Exiguobacterium sp. MH3	1399115	species	3164195	1	0	0.0
Candidatus Endolissoclinum faulkneri L5	1401328	leaf	1518636	1	1	0.0
Pannonibacter phragmitetus BB	1402210	leaf	5530656	1	1	0.0
Porphyromonas gingivalis A7A1-28	1403338	leaf	2249024	1	0	0.0
Streptococcus equi subsp. zooepidemicus CY	1403449	leaf	2107382	9	0	0.0
Corynebacterium glyciniphilum AJ 3170	1404245	leaf	3568218	2	0	0.0
Bradyrhizobium sp. 58S1	1404864	species	7304136	1	1	0.0
Acinetobacter sp. TGL-Y2	1407071	species	3691287	1	1	0.0
Sinorhizobium americanum CCGM7	1408224	leaf	6853050	1	1	0.0
Endomicrobium proavitum	1408281	species	1588979	2	2	0.0
Actinomadura amylolytica	1411117	species	6800142	3	1	0.0
Hymenobacter sedentarius	1411621	species	4868852	1	0	0.0
Nocardia nova SH22a	1415166	leaf	8348532	1	1	0.0
Clostridium baratii str. Sullivan	1415775	leaf	3338630	2	0	0.0
Bordetella genomosp. 9	1416803	species	9084471	2	0	0.0
Bordetella genomosp. 8	1416806	species	6167536	2	1	0.0
Lactobacillus coryniformis subsp. torquens DSM 20004 = KCTC 3535	1423822	leaf	3138674	1	1	0.0
Magnetospirillum gryphiswaldense MSR-1 v2	1430440	leaf	4365796	1	1	0.0
Mycolicibacterium anyangense	1431246	species	5696751	1	0	0.0
Corynebacterium aquilae DSM 44791	1431546	leaf	2926437	2	0	0.0
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	species	2393449	1	1	0.0
Mannheimia varigena USDA-ARS-USMARC-1296	1433287	leaf	2245238	1	0	0.0
Streptococcus gwangjuense	1433513	species	1972481	2	0	0.0
Methanosarcina sp. WH1	1434102	species	3914091	1	0	0.0
Methanosarcina sp. WWM596	1434103	species	4137337	1	0	0.0
Methanosarcina barkeri 227	1434106	leaf	4487566	1	0	0.0
Mannheimia varigena USDA-ARS-USMARC-1312	1434214	leaf	2131927	1	0	0.0
Mannheimia varigena USDA-ARS-USMARC-1388	1434215	leaf	2228291	1	0	0.0
Rhodococcus pyridinivorans SB3094	1435356	leaf	5590512	3	0	0.0
Streptomyces leeuwenhoekii	1437453	species	8122491	1	0	0.0
Bifidobacterium asteroides DSM 20089	1437594	leaf	2190368	3	0	0.0
Bifidobacterium actinocoloniiforme DSM 22766	1437605	leaf	1830060	1	0	0.0
Castellaniella defragrans 65Phen	1437824	leaf	3952818	4	2	0.0
Corynebacterium sphenisci DSM 44792	1437874	leaf	2594799	1	0	0.0
Corynebacterium frankenforstense DSM 45800	1437875	leaf	2604152	2	1	0.0
Nitrospirillum amazonense CBAmc	1441467	leaf	7382386	2	2	0.0
Streptomyces sp. Z022	1442032	species	8157885	3	3	0.0
Rhodococcus fascians A21d2	1443893	leaf	6009800	1	0	0.0
Frondihabitans sp. 762G35	1446794	species	3409251	1	0	0.0
Youhaiella tibetensis	1447062	species	4430734	2	1	0.0
Kutzneria albida DSM 43870	1449976	leaf	9874926	2	1	0.0
Campylobacter lari RM16701	1453989	leaf	1516455	1	0	0.0
Halapricum salinum	1457250	species	3452056	1	0	0.0
Streptococcus oralis subsp. dentisani	1458253	subspecies	1926555	7	4	0.0
Serpentinomonas raichei	1458425	species	2574013	2	1	0.0
Megasphaera elsdenii 14-14	1458465	leaf	2504349	1	0	0.0
Klebsiella quasipneumoniae	1463165	species	11278033	4	0	0.0
Zhongshania aliphaticivorans	1470434	species	4204359	1	0	0.0
Prolixibacteraceae	1471398	family	0	1	0	0.0
Candidatus Saccharibacteria oral taxon TM7x	1476577	species	705138	40	0	0.0
Streptomyces sp. 604F	1476754	species	7086150	1	0	0.0
Nonlabens sp. MIC269	1476901	species	2884293	1	1	0.0
Methylobacterium sp. C1	1479019	species	6459145	2	0	0.0
Peptoclostridium	1481960	genus	3055036	1	0	0.0
Hartmannibacter diazotrophicus	1482074	species	5449775	1	0	0.0
Rhodoferax saidenbachensis	1484693	species	4264855	2	2	0.0
Martelella endophytica	1486262	species	4817335	1	0	0.0
Flavisolibacter tropicus	1492898	species	5940863	2	2	0.0
methanogenic archaeon ISO4-H5	1495144	species	1937883	1	1	0.0
Streptomyces sp. M56	1495638	species	11742376	3	1	0.0
Paracoccus mutanolyticus	1499308	species	3592357	2	2	0.0
Rhodococcus biphenylivorans	1500843	species	5034221	5	0	0.0
Halovulum dunhuangense	1505036	species	4373045	1	0	0.0
[Mycobacterium] stephanolepidis	1520670	species	4994485	1	0	0.0
Streptomyces sp. ADI95-16	1522758	species	9086421	1	1	0.0
Vulgatibacteraceae	1524213	family	0	1	0	0.0
Anaeromyxobacteraceae	1524215	family	5021404	1	0	0.0
Bosea vaviloviae	1526658	species	6713548	1	1	0.0
Lawsonella clevelandensis	1528099	species	3775705	1	1	0.0
Coriobacteriaceae bacterium 68-1-3	1531429	species	1967093	3	3	0.0
Mycolicibacterium sarraceniae	1534348	species	4828255	1	0	0.0
Mycolicibacterium helvum	1534349	species	6400811	3	2	0.0
Vibrio hyugaensis	1534743	species	5612082	1	0	0.0
Paenibacillus sp. FSL P4-0081	1536769	species	8423054	1	0	0.0
Paenibacillus sp. FSL R5-0912	1536771	species	7718525	1	0	0.0
Paenibacillus sp. FSL R7-0331	1536773	species	6931967	1	1	0.0
Paenibacillus sp. FSL H7-0357	1536774	species	7692748	2	2	0.0
Methylomonas denitrificans	1538553	species	5172098	2	1	0.0
Treponema sp. OMZ 838	1539298	species	2708067	26	16	0.0
Sedimenticola thiotaurini	1543721	species	3962284	1	1	0.0
Lactobacillus sp. wkB8	1545702	species	1932531	1	0	0.0
Marinitoga sp. 1137	1545835	species	2290181	1	0	0.0
Diaphorobacter polyhydroxybutyrativorans	1546149	species	4061276	1	0	0.0
Mycobacterium sp. ELW1	1547487	species	6467735	2	1	0.0
Sphingomonas taxi	1549858	species	4061902	1	1	0.0
Ruthenibacterium lactatiformans	1550024	species	4419852	2	2	0.0
Mycobacterium grossiae	1552759	species	5681602	1	1	0.0
Mycoavidus cysteinexigens	1553431	species	2795004	1	1	0.0
Limnochorda pilosa	1555112	species	3817036	1	0	0.0
Enterobacter sp. E20	1560339	species	4763114	1	0	0.0
Streptomyces sp. CCM_MD2014	1561022	species	8274043	1	0	0.0
Curtobacterium sp. MR_MD2014	1561023	species	3443800	2	2	0.0
Mycobacterium sp. QIA-37	1561223	species	4855372	1	0	0.0
Fermentimonas caenicola	1562970	species	2808926	1	0	0.0
Rhodovulum sp. P5	1564506	species	4473545	1	0	0.0
Carnobacterium sp. CP1	1564681	species	2614401	1	0	0.0
Arthrobacter sp. SLBN-53	1570328	species	5421338	1	0	0.0
Peptoniphilaceae	1570339	family	1992686	5	0	0.0
Rhodococcus sp. 2G	1570939	species	5596514	5	0	0.0
Ruminococcaceae bacterium CPB6	1572656	species	2069994	1	1	0.0
Pseudomonas sp. R32	1573704	species	5646108	1	1	0.0
Edwardsiella sp. EA181011	1578828	species	3934167	1	0	0.0
Wenzhouxiangella marina	1579979	species	3675202	1	1	0.0
Sulfurospirillum sp. UCH001	1581011	species	2606563	1	0	0.0
Gudongella oleilytica	1582259	species	2356157	1	1	0.0
Fusobacterium hwasookii	1583098	species	2496436	3	0	0.0
Pseudomonas cerasi	1583341	species	12724617	1	0	0.0
Bergeyella cardium	1585976	species	2036890	1	1	0.0
Pseudohalocynthiibacter aestuariivivens	1591409	species	4557782	1	0	0.0
Haloarcula sp. CBA1115	1592728	species	4225046	1	0	0.0
Desulfuromonas soudanensis	1603606	species	3958620	2	0	0.0
Lysobacter maris	1605891	species	4018049	1	0	0.0
Euzebya sp. DY32-46	1608957	species	6371455	4	4	0.0
Confluentimicrobium sp. EMB200-NS6	1609966	species	4147426	1	1	0.0
Methanobrevibacter sp. YE315	1609968	species	2273296	136	60	0.0
Tessaracoccus flavus	1610493	species	3222890	3	0	0.0
Pseudomonas sp. MRSN12121	1611770	species	6986763	2	1	0.0
Actinoalloteichus sp. GBA129-24	1612551	species	7275385	2	0	0.0
Actinoalloteichus fjordicus	1612552	species	7120854	2	0	0.0
Geminocystis sp. NIES-3708	1615909	species	4042078	1	1	0.0
Streptomyces formicae	1616117	species	9611874	1	1	0.0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	1618022	species	7339908	1	1	0.0
Psychromicrobium lacuslunae	1618207	species	3599434	1	1	0.0
Cnuibacter physcomitrellae	1619308	species	4351649	1	0	0.0
Lutibacter profundi	1622118	species	2966978	2	1	0.0
Planctomyces sp. SH-PL14	1632864	species	8442773	1	1	0.0
Citromicrobium sp. JL477	1634516	species	3258499	1	0	0.0
Aeromonas sp. ASNIH1	1636606	species	5079402	2	1	0.0
Aeromonas sp. ASNIH4	1636609	species	5480196	3	0	0.0
Burkholderia sp. MSMB0266	1637837	species	7427555	1	0	0.0
Burkholderia sp. MSMB0852	1637841	species	7081173	1	0	0.0
Burkholderia sp. MSMB0856	1637869	species	7249502	1	1	0.0
Pseudonocardia sp. HH130629-09	1641402	species	6300975	5	2	0.0
Streptomyces alfalfae	1642299	species	8625867	3	0	0.0
Petrimonas mucosa	1642646	species	3717632	2	1	0.0
Nitrososphaeria	1643678	class	2772059	1	0	0.0
Atopobiaceae	1643824	family	1797850	3	0	0.0
Eggerthellaceae	1643826	family	2819407	2	0	0.0
Haloferacales	1644055	order	4316993	2	0	0.0
Natrialbales	1644060	order	4270318	2	0	0.0
Natrialbaceae	1644061	family	4270318	1	0	0.0
Maribacter sp. 1_2014MBL_MicDiv	1644130	species	4399611	1	0	0.0
Bacillus paralicheniformis	1648923	species	4376305	1	0	0.0
Arthrobacter sp. YC-RL1	1652545	species	4018639	2	0	0.0
Caldimicrobium thiodismutans	1653476	species	1814952	1	0	0.0
Rhodococcus sp. PBTS 1	1653478	species	4251687	1	1	0.0
Rhodococcus sp. PBTS 2	1653479	species	5316948	2	0	0.0
Alloactinosynnema sp. L-07	1653480	species	7405112	1	1	0.0
Arsenicicoccus sp. oral taxon 190	1658671	species	3525271	1	0	0.0
Ottowia sp. oral taxon 894	1658672	species	2925783	3	3	0.0
Campylobacter pinnipediorum subsp. pinnipediorum	1660067	subspecies	5161999	3	0	0.0
Streptomyces sp. Tue 6075	1661694	species	7931832	4	1	0.0
Fimbriimonadales	1663425	order	5231762	1	0	0.0
Dermabacter jinjuensis	1667168	species	2398786	1	0	0.0
Klebsiella quasipneumoniae subsp. quasipneumoniae	1667327	subspecies	11181156	1	0	0.0
Bacillus ciccensis	1670641	species	5207802	1	0	0.0
Mesorhizobium oceanicum	1670800	species	5324561	2	0	0.0
Egibacter rhizosphaerae	1670831	species	4637169	1	1	0.0
Rathayibacter tanaceti	1671680	species	3214120	1	1	0.0
Streptomyces phage Izzy	1674926	leaf	50113	1	0	0.0
Sulfurifustis variabilis	1675686	species	3958814	1	0	0.0
Limnochordia	1676648	class	0	1	0	0.0
Hungateiclostridium saccincola	1677857	species	3604547	1	1	0.0
Massilia sp. NR 4-1	1678028	species	6361416	2	2	0.0
Limnohabitans sp. 103DPR2	1678129	species	2948795	1	0	0.0
Caulobacter flavus	1679497	species	5659202	2	0	0.0
Herbinix luporum	1679721	species	2609352	1	1	0.0
Mycobacterium sp. YC-RL4	1682113	species	6053985	1	0	0.0
Bartonella apis	1686310	species	8151641	1	0	0.0
Pseudonocardia sp. EC080610-09	1688404	species	7131853	1	0	0.0
Streptomyces spongiicola	1690221	species	7180417	2	1	0.0
Streptomyces phage Caliburn	1690425	leaf	49949	1	0	0.0
Streptomyces phage Aaronocolus	1690426	leaf	49562	1	0	0.0
Streptomyces phage Hydra	1690428	leaf	50727	1	0	0.0
Paenibacillus sp. 32O-W	1695218	species	5375858	1	0	0.0
Microbacterium sp. CGR1	1696072	species	3634864	2	0	0.0
Bordetella sp. H567	1697043	species	5532470	1	0	0.0
Streptococcus phage phiARI0468-4	1701830	species	37395	1	1	0.0
Kocuria sp. BT304	1702043	species	2763150	3	0	0.0
Chelatococcus sp. CO-6	1702325	species	5243734	1	1	0.0
Arthrobacter sp. ERGS1:01	1704044	species	4936686	2	1	0.0
Burkholderia sp. IDO3	1705310	species	8003806	1	1	0.0
Capnocytophaga sp. oral taxon 323	1705617	species	2614527	22	2	0.0
Cellvibrionales	1706369	order	4781873	1	0	0.0
Massilia sp. WG5	1707785	species	6216151	1	0	0.0
Microbacterium sp. No. 7	1714373	species	4827965	1	0	0.0
Aquimarina sp. BL5	1714860	species	6011237	1	1	0.0
Pseudodesulfovibrio indicus	1716143	species	3966573	2	1	0.0
Rhodococcus sp. 008	1723645	species	7438324	1	0	0.0
Streptomyces sp. CdTB01	1725411	species	10191567	4	3	0.0
Pedobacter sp. PACM 27299	1727164	species	6147290	2	2	0.0
Rhodococcus sp. H-CA8f	1727214	species	6497607	1	0	0.0
Salegentibacter sp. T436	1729720	species	4086550	1	1	0.0
Streptomyces sp. SM18	1736046	species	7703166	4	1	0.0
Tissierellales	1737405	order	2364540	3	0	0.0
Tissierellaceae	1737406	family	0	1	0	0.0
Corynebacterium provencense	1737425	species	3111650	3	0	0.0
Pseudarthrobacter	1742993	genus	4758095	1	0	0.0
Egibacteraceae	1747769	family	0	2	0	0.0
Marinobacter sp. LQ44	1749259	species	4435564	2	2	0.0
Kurthia sp. 11kri321	1750719	species	2964527	1	1	0.0
Egicoccales	1755823	order	0	1	0	0.0
Egicoccaceae	1755824	family	0	1	0	0.0
Nitratireductor sp. OM-1	1756988	species	4835764	1	0	0.0
Achromobacter sp. AONIH1	1758194	species	6648943	2	1	0.0
Serinicoccus sp. JLT9	1758689	species	3597394	8	2	0.0
Pseudomonas sp. BIOMIG1BAC	1758730	species	7675262	1	0	0.0
Caulobacteraceae bacterium OTSz_A_272	1759059	species	3732719	1	0	0.0
Paraburkholderia caffeinilytica	1761016	species	8324638	1	0	0.0
Euzebyella marina	1761453	species	4707469	1	1	0.0
Isosphaeraceae	1763524	family	7642495	2	0	0.0
Thalassotalea crassostreae	1763536	species	3861670	1	1	0.0
Paenibacillus crassostreae	1763538	species	4757181	1	0	0.0
Deinococcus actinosclerus	1768108	species	7276352	1	1	0.0
Paucibacter sp. KCTC 42545	1768242	species	5169161	2	0	0.0
Nevskiales	1775403	order	0	1	0	0.0
Streptomyces qaidamensis	1783515	species	9083372	1	1	0.0
Fermentimonas	1784836	genus	0	1	0	0.0
Gemella sp. oral taxon 928	1785995	species	1769679	13	5	0.0
Leptotrichia sp. oral taxon 847	1785996	species	2194935	1	1	0.0
Methanosphaera sp. BMS	1789762	species	2868093	12	2	0.0
Yangia sp. CCB-MM3	1792508	species	5522061	1	0	0.0
Stenotrophomonas sp. KCTC 12332	1793721	species	4541594	1	0	0.0
Thermodesulfobium acidiphilum	1794699	species	1774794	1	0	0.0
Microbacterium sp. PAMC 28756	1795053	species	3539061	4	3	0.0
Frondihabitans sp. PAMC 28766	1795630	species	4766863	2	1	0.0
Variovorax sp. PAMC 28711	1795631	species	4316152	1	1	0.0
Blautia sp. YL58	1796616	species	5128746	1	0	0.0
Flavivirga eckloniae	1803846	species	5665358	1	0	0.0
Amycolatopsis albispora	1804986	species	9121443	4	1	0.0
Olsenella timonensis	1805478	species	2176737	6	0	0.0
Rahnella sp. ERMR1:05	1805933	species	5530672	1	1	0.0
Candidatus Promineofilum breve	1806508	species	5033966	1	0	0.0
Arthrobacter sp. ZXY-2	1806905	species	5058708	2	0	0.0
Immundisolibacter cernigliae	1810504	species	3243537	1	0	0.0
Streptomyces sp. fd1-xmd	1812480	species	7929999	3	1	0.0
Campylobacter hepaticus	1813019	species	1520669	1	1	0.0
Tetrasphaera sp. HKS02	1813880	species	3482451	4	1	0.0
Gordonia phage Attis	1821548	leaf	47881	1	0	0.0
Gordonia phage SoilAssassin	1821562	species	47880	1	0	0.0
Paraburkholderia	1822464	genus	10214781	1	0	0.0
Desulfuromonas sp. DDH964	1823759	species	3924652	2	2	0.0
Neorhizobium sp. NCHU2750	1825976	species	6351242	1	0	0.0
Candidatus Nitrosocosmicus exaquare	1826872	species	2989777	1	1	0.0
Streptomyces nigra	1827580	species	7641029	1	1	0.0
Desulfotomaculum ferrireducens	1833852	species	3240180	1	0	0.0
Lachnoclostridium sp. YL32	1834196	species	7225339	1	0	0.0
Hungateiclostridiaceae bacterium KB18	1834198	species	3802844	1	0	0.0
Fibrella sp. ES10-3-2-2	1834519	species	6408035	1	1	0.0
Maribacter sp. T28	1836467	species	4271158	1	0	0.0
Streptomyces sp. S8	1837283	species	7601864	2	0	0.0
Lacunisphaera limnophila	1838286	species	4199284	1	1	0.0
Streptomyces sp. RTd22	1841249	species	11142275	1	0	0.0
Acidovorax sp. RAC01	1842533	species	4574859	1	0	0.0
Sinorhizobium sp. RAC02	1842534	species	6626583	1	0	0.0
Hydrogenophaga sp. RAC07	1842537	species	4674684	1	1	0.0
Rhodoferax koreense	1842727	species	5895641	1	1	0.0
Crassaminicella	1848399	genus	0	1	0	0.0
Actinobacteria bacterium IMCC19121	1848754	species	1506415	1	1	0.0
Capnocytophaga stomatis	1848904	species	2831350	1	1	0.0
Exiguobacterium sp. U13-1	1849031	species	3208634	1	0	0.0
Arthrobacter sp. U41	1849032	species	4792631	2	1	0.0
Auricoccus indicus	1849491	species	1745789	1	0	0.0
Streptomyces sp. SAT1	1849967	species	7472530	3	3	0.0
Rhizorhabdus dicambivorans	1850238	species	5541299	1	0	0.0
Urechidicola croceus	1850246	species	3426122	2	2	0.0
Rhodobacter sp. LPB0142	1850250	species	3780829	1	1	0.0
Arcobacter sp. LPB0137	1850254	species	2866429	1	1	0.0
Arachidicoccus sp. BS20	1850526	species	3492500	2	1	0.0
Streptomyces sp. 11-1-2	1851167	species	11655206	3	0	0.0
Actinomyces sp. Chiba101	1851395	species	2877864	69	8	0.0
Cyanobium sp. NIES-981	1851505	species	3021545	2	0	0.0
Orrella dioscoreae	1851544	species	4848101	3	2	0.0
Murdochiella vaginalis	1852373	species	3342982	47	0	0.0
Ezakiella massiliensis	1852374	species	1741785	3	0	0.0
Actinomyces pacaensis	1852377	species	1892549	5	0	0.0
Hymenobacteraceae	1853232	family	5252070	2	0	0.0
Mesorhizobium sp. AA22	1854057	species	6611049	1	1	0.0
Spiribacter roseus	1855875	species	1930413	1	1	0.0
Luteitalea pratensis	1855912	species	7480314	2	2	0.0
Pseudomonas sp. TCU-HL1	1856685	species	6256697	2	0	0.0
Halothiobacillus sp. LS2	1860122	species	2908964	3	2	0.0
Corynebacterium choanis	1862358	species	2986773	1	0	0.0
Mycolicibacterium	1866885	genus	7602632	6	0	0.0
Legionella clemsonensis	1867846	species	3272100	1	1	0.0
Phreatobacter cathodiphilus	1868589	species	4494445	1	0	0.0
Paenibacillus sp. BIHB4019	1870819	species	7246671	1	1	0.0
Paenibacillus ihbetae	1870820	species	6593819	1	0	0.0
Clostridioides	1870884	genus	5221519	1	0	0.0
Anaerococcus mediterraneensis	1870984	species	2080215	2	2	0.0
Ndongobacter massiliensis	1871025	species	1864878	5	3	0.0
Halodesulfurarchaeum formicicum	1873524	species	4058229	2	0	0.0
Sphingopyxis sp. EG6	1874061	species	3876997	2	2	0.0
Clavibacter michiganensis subsp. capsici	1874630	subspecies	3241713	1	0	0.0
Halomonas sp. 1513	1883416	species	4129523	1	0	0.0
Selenomonas sp. oral taxon 920	1884263	species	2440121	23	20	0.0
Pseudomonas sp. TMW 2.1634	1886807	species	5666948	2	1	0.0
Anaerolineaceae bacterium oral taxon 439	1889813	species	2945494	3399	3382	0.579774
Synechococcales	1890424	order	3336529	3	0	0.0
Epidermidibacterium keratini	1891644	species	4018808	1	0	0.0
Sphingosinicella sp. BN140058	1892855	species	6077080	1	0	0.0
Halomonas aestuarii	1897729	species	3543891	1	0	0.0
Spiroplasma sp. TU-14	1898044	species	1199640	1	0	0.0
Rhodocyclaceae bacterium	1898103	species	3192379	1	0	0.0
Lachnospiraceae bacterium	1898203	species	6515634	1	0	0.0
Clostridiales bacterium	1898207	species	3376475	3	0	0.0
Streptococcus sp. NPS 308	1902136	species	1924728	1	0	0.0
Nakamurella sp. s14-144	1902245	species	3377955	2	1	0.0
Brachybacterium sp. P6-10-X1	1903186	species	4385603	2	0	0.0
Streptomyces fodineus	1904616	species	9698948	1	1	0.0
Betaproteobacteria bacterium GR16-43	1904640	species	4806848	1	1	0.0
Ruthenibacterium	1905344	genus	0	1	0	0.0
Pectobacterium parmentieri	1905730	species	5063892	3	0	0.0
Curtobacterium sp. BH-2-1-1	1905847	species	3795948	2	2	0.0
Jeongeupia sp. USM3	1906741	species	3788814	1	1	0.0
Microbacterium sp. BH-3-3-3	1906742	species	3508491	1	0	0.0
Nonomuraea sp. ATCC 55076	1909395	species	13047416	5	3	0.0
Tessaracoccus sp. T2.5-30	1909732	species	3212699	5	0	0.0
Amycolatopsis sp. BJA-103	1911175	species	9488490	1	0	0.0
Marinilactibacillus sp. 15R	1911586	species	2767908	1	0	0.0
Methanobacterium sp. MZ-A1	1911685	species	2524329	2	0	0.0
Acidipropionibacterium	1912215	genus	3656170	3	0	0.0
Cutibacterium	1912216	genus	2514307	1	0	0.0
Pseudopropionibacterium	1912217	genus	3449360	2	0	0.0
Peptoniphilus sp. ING2-D1G	1912856	species	1601846	2	1	0.0
Spiroplasma sp. NBRC 100390	1914410	species	1199621	1	0	0.0
Sphingopyxis sp. FD7	1914525	species	3938226	1	0	0.0
Streptomyces sp. DUT11	1914992	species	8027164	1	0	0.0
Microbacterium sp. 1.5R	1916917	species	3620317	3	0	0.0
Streptococcus ruminantium	1917441	species	2090539	1	0	0.0
Sulfitobacter sp. AM1-D1	1917485	species	4691010	2	0	0.0
Leclercia sp. LSNIH1	1920114	species	5411940	1	0	0.0
Enterobacteriaceae bacterium ENNIH3	1920128	species	6079128	1	1	0.0
Mycobacterium sp. WY10	1920667	species	6041408	1	1	0.0
Geobacillus genomosp. 3	1921421	species	3486308	1	1	0.0
Tardibacter chloracetimidivorans	1921510	species	3787976	1	0	0.0
Kiritimatiellae	1921781	class	0	1	0	0.0
Kiritimatiellales	1921782	order	0	2	0	0.0
Paraburkholderia sp. SOS3	1926494	species	7502907	1	1	0.0
Planctomycetes bacterium FF011L	1930274	species	7216590	1	0	0.0
Glutamicibacter halophytocola	1933880	species	7688610	1	0	0.0
